0,17.4483
15,17.5246
30,17.0249
45,17.0279
60,16.9625
75,16.7008
90,16.0604
105,15.6556
120,14.9212
135,14.7448
150,14.8759
165,14.5624
180,14.833
195,15.2667
210,15.0858
225,14.9905
240,14.6995
255,14.4707
270,14.3007
285,14.1558
300,13.6358
315,13.342
330,13.0178
345,13.2202
360,13.0364
375,13.021
390,12.8425
405,12.94
420,13.6792
435,14.097
450,14.9903
465,16.1684
480,18.143
495,18.4092
510,18.983
525,18.85
540,19.9766
555,21.416
570,22.239
585,23.404
600,24.333
615,25.123
630,25.219
645,25.991
660,26.705
675,26.979
690,27.646
705,28.393
720,28.102
735,28.273
750,28.606
765,28.852
780,29.524
795,29.826
810,30.097
825,30.709
840,31.075
855,31.42
870,31.485
885,32.067
900,31.732
915,31.981
930,32.313
945,32.446
960,32.481
975,32.874
990,33.193
1005,33.904
1020,34.043
1035,34.089
1050,34.171
1065,33.739
1080,34.048
1095,34.17
1110,34.07
1125,33.911
1140,33.644
1155,33.514
1170,33.222
1185,32.692
1200,32.145
1215,31.581
1230,31.072
1245,30.692
1260,30.167
1275,29.743
1290,29.355
1305,28.926
1320,28.584
1335,28.071
1350,27.49
1365,27.394
1380,26.538
1395,25.349
1410,24.084
1425,24.047
1440,23.883
1455,23.21
1470,23.465
1485,22.828
1500,22.356
1515,22.464
1530,21.921
1545,21.57
1560,21.288
1575,20.369
1590,20.22
1605,20.401
1620,20.398
1635,20.024
1650,19.2114
1665,18.8828
1680,18.9168
1695,18.8364
1710,18.6624
1725,18.6471
1740,18.4774
1755,18.2434
1770,18.3233
1785,18.07
1800,17.9684
1815,17.704
1830,17.689
1845,17.8772
1860,18.4195
1875,19.4573
1890,20.499
1905,21.017
1920,21.67
1935,22.201
1950,22.8
1965,22.885
1980,23.777
1995,24.159
2010,24.616
2025,25.169
2040,25.959
2055,26.229
2070,27.128
2085,27.33
2100,27.964
2115,28.639
2130,29.332
2145,30.302
2160,30.884
2175,30.782
2190,31.506
2205,31.774
2220,31.869
2235,32.485
2250,32.979
2265,32.926
2280,33.287
2295,33.613
2310,34.12
2325,34.01
2340,33.509
2355,34.352
2370,34.67
2385,34.239
2400,34.369
2415,35.403
2430,34.809
2445,35.118
2460,35.686
2475,34.885
2490,34.873
2505,34.942
2520,34.952
2535,34.67
2550,34.402
2565,33.759
2580,33.374
2595,33.339
2610,32.965
2625,32.508
2640,31.853
2655,31.011
2670,30.223
2685,29.568
2700,28.84
2715,28.354
2730,28.108
2745,27.439
2760,26.975
2775,26.177
2790,25.7
2805,25.593
2820,26.452
2835,26.35
2850,26.175
2865,25.571
2880,25.051
2895,24.522
2910,24.3
2925,24.07
2940,23.564
2955,23.365
2970,22.664
2985,22.877
3000,22.483
3015,22.512
3030,22.411
3045,22.274
3060,22.033
3075,21.79
3090,21.555
3105,21.225
3120,21.11
3135,20.893
3150,20.805
3165,20.604
3180,20.547
3195,20.389
3210,20.188
3225,20.206
3240,20.472
3255,20.705
3270,20.715
3285,21.077
3300,21.356
3315,21.588
3330,21.78
3345,22.273
3360,22.535
3375,22.624
3390,22.996
3405,23.108
3420,23.561
3435,24.076
3450,24.623
3465,25.42
3480,25.76
3495,26.411
3510,27.054
3525,28.417
3540,28.388
3555,29.673
3570,30.056
3585,30.485
3600,30.647
3615,31.256
3630,31.198
3645,31.308
3660,31.45
3675,31.721
3690,32.581
3705,32.304
3720,31.924
3735,32.342
3750,32.503
3765,33.108
3780,33.979
3795,34.054
3810,33.988
3825,34.762
3840,34.612
3855,34.688
3870,34.503
3885,34.851
3900,34.453
3915,34.247
3930,34.076
3945,33.525
3960,33.192
3975,32.24
3990,31.598
4005,31.366
4020,30.174
4035,29.524
4050,29.44
4065,29.356
4080,28.66
4095,27.972
4110,27.688
4125,27.521
4140,27.564
4155,27.38
4170,27.191
4185,26.995
4200,26.687
4215,26.414
4230,26.248
4245,26.143
4260,26.053
4275,25.736
4290,25.273
4305,25.054
4320,24.911
4335,24.872
4350,24.158
4365,23.691
4380,23.441
4395,23.137
4410,22.911
4425,22.562
4440,22.236
4455,22.082
4470,21.89
4485,21.719
4500,21.623
4515,21.527
4530,21.521
4545,21.394
4560,21.324
4575,20.817
4590,20.556
4605,20.426
4620,20.483
4635,20.399
4650,20.531
4665,21.02
4680,21.333
4695,21.357
4710,20.949
4725,20.775
4740,20.459
4755,20.609
4770,21.152
4785,22.446
4800,22.976
4815,23.399
4830,23.211
4845,23.333
4860,23.654
4875,24.285
4890,24.055
4905,24.293
4920,24.317
4935,23.469
4950,23.057
4965,23.321
4980,24.864
4995,25.61
5010,26.47
5025,26.742
5040,26.175
5055,26.004
5070,26.04
5085,26.132
5100,26.613
5115,27.538
5130,27.379
5145,27.05
5160,27.397
5175,27.658
5190,27.387
5205,27.777
5220,28.268
5235,27.277
5250,27.289
5265,27.496
5280,28.093
5295,28.021
5310,28.156
5325,28.077
5340,28.097
5355,27.889
5370,27.338
5385,27.002
5400,27.234
5415,26.996
5430,26.985
5445,26.864
5460,26.79
5475,26.926
5490,26.643
5505,26.255
5520,25.933
5535,25.544
5550,25.076
5565,24.375
5580,23.879
5595,23.489
5610,23.057
5625,22.732
5640,22.369
5655,21.997
5670,21.902
5685,21.517
5700,21.443
5715,21.431
5730,21.337
5745,21.317
5760,21.251
5775,21.3
5790,21.045
5805,20.726
5820,20.44
5835,20.106
5850,19.9731
5865,19.789
5880,19.6087
5895,19.4839
5910,19.2226
5925,18.9213
5940,18.7399
5955,18.6431
5970,18.6821
5985,18.4622
6000,18.2934
6015,18.2307
6030,18.0752
6045,17.5816
6060,17.3296
6075,17.3437
6090,17.4287
6105,17.4068
6120,17.6979
6135,17.6943
6150,17.4098
6165,17.4395
6180,17.5604
6195,18.3265
6210,19.0385
6225,19.4362
6240,20.007
6255,20.388
6270,20.731
6285,21.457
6300,21.717
6315,22.106
6330,22.661
6345,22.985
6360,23.693
6375,23.808
6390,24.086
6405,24.571
6420,25.24
6435,25.72
6450,25.645
6465,25.762
6480,25.971
6495,26.183
6510,26.469
6525,27.163
6540,27.367
6555,27.273
6570,27.884
6585,28.066
6600,28.2
6615,28.928
6630,29.102
6645,29.075
6660,29.472
6675,29.703
6690,29.775
6705,29.903
6720,29.846
6735,30.196
6750,30.41
6765,30.156
6780,30.035
6795,30.073
6810,30.164
6825,29.989
6840,29.877
6855,29.827
6870,29.524
6885,29.31
6900,28.922
6915,28.501
6930,28.099
6945,27.625
6960,27.187
6975,26.664
6990,26.206
7005,25.829
7020,25.583
7035,25.344
7050,25.082
7065,24.789
7080,24.503
7095,24.276
7110,23.992
7125,23.727
7140,23.528
7155,23.283
7170,22.887
7185,22.607
7200,22.379
7215,22.296
7230,22.11
7245,22.057
7260,22.064
7275,21.953
7290,21.828
7305,21.672
7320,21.494
7335,21.386
7350,21.398
7365,21.453
7380,21.403
7395,21.208
7410,21.067
7425,20.928
7440,20.819
7455,20.779
7470,20.691
7485,20.425
7500,20.108
7515,19.8714
7530,19.7389
7545,19.5741
7560,19.3532
7575,19.2222
7590,17.5681
7605,17.5228
7620,17.2681
7635,17.3892
7650,18.5719
7665,19.6053
7680,20.179
7695,20.695
7710,21.665
7725,22.444
7740,23.134
7755,23.763
7770,24.29
7785,24.512
7800,25.022
7815,25.141
7830,25.724
7845,26.023
7860,26.158
7875,26.389
7890,26.939
7905,27.299
7920,27.784
7935,28.637
7950,28.515
7965,28.917
7980,29.131
7995,29.452
8010,29.688
8025,30.263
8040,30.341
8055,30.66
8070,31.048
8085,31.411
8100,31.553
8115,31.51
8130,31.675
8145,31.707
8160,31.869
8175,32.096
8190,32.059
8205,32.213
8220,31.951
8235,32.031
8250,32.049
8265,31.859
8280,31.687
8295,31.513
8310,31.364
8325,31.241
8340,31.133
8355,30.911
8370,30.599
8385,30.211
8400,29.777
8415,29.301
8430,28.847
8445,28.635
8460,28.376
8475,28.044
8490,27.671
8505,27.278
8520,27.149
8535,26.983
8550,26.742
8565,26.488
8580,26.213
8595,25.999
8610,25.752
8625,25.459
8640,25.112
8655,24.945
8670,24.779
8685,24.344
8700,23.624
8715,23.255
8730,23.135
8745,22.994
8760,23.018
8775,23.031
8790,22.951
8805,22.764
8820,22.793
8835,22.659
8850,22.536
8865,22.355
8880,21.907
8895,21.662
8910,21.404
8925,21.299
8940,21.104
8955,21.06
8970,20.963
8985,20.988
9000,20.712
9015,20.588
9030,20.304
9045,20.184
9060,20.179
9075,20.699
9090,21.494
9105,22.088
9120,22.609
9135,23.005
9150,23.208
9165,23.669
9180,24.356
9195,24.699
9210,25.158
9225,25.56
9240,25.949
9255,26.155
9270,26.522
9285,26.794
9300,27.253
9315,27.633
9330,28.027
9345,28.225
9360,28.822
9375,29.087
9390,29.608
9405,30.039
9420,30.822
9435,30.923
9450,30.983
9465,31.19
9480,31.716
9495,31.797
9510,31.835
9525,32.203
9540,32.317
9555,32.671
9570,32.724
9585,33.141
9600,32.926
9615,33.434
9630,33.614
9645,33.344
9660,33.369
9675,33.414
9690,33.308
9705,33.408
9720,33.19
9735,33.051
9750,32.919
9765,32.956
9780,32.562
9795,32.23
9810,31.726
9825,31.289
9840,30.793
9855,30.238
9870,29.843
9885,29.445
9900,29.012
9915,28.331
9930,26.749
9945,26.074
9960,25.736
9975,25.558
9990,25.157
10005,24.862
10020,24.473
10035,24.234
10050,23.942
10065,23.742
10080,23.419
10095,23.201
10110,23.084
10125,22.841
10140,22.507
10155,22.289
10170,21.837
10185,21.423
10200,20.852
10215,20.472
10230,19.9136
10245,19.0206
10260,19.0319
10275,18.7109
10290,19.0093
10305,18.3754
10320,18.2636
10335,18.2184
10350,17.7281
10365,17.5769
10380,17.6198
10395,17.0223
10410,17.7425
10425,18.745
10440,18.619
10455,18.1028
10470,17.8296
10485,18.0844
10500,19.2171
10515,19.5913
10530,20.304
10545,21.313
10560,21.56
10575,22.522
10590,23.176
10605,23.62
10620,24.324
10635,24.91
10650,25.254
10665,25.329
10680,26.188
10695,26.577
