0,0,-88.92,7.4483
15,0,-84.654,7.5246
30,0,-87.996,7.0249
45,0,-85.673,7.0279
60,0,-86.384,6.9625
75,0,-83.164,6.7008
90,0,-83.846,6.0604
105,0,-87.271,5.6556
120,0,-88.47,4.9212
135,0,-83.277,4.7448
150,0,-87.002,4.8759
165,0.0050566,-89.168,4.5624
180,0,-82.913,4.833
195,0.00068552,-82.363,5.2667
210,0,-88.87,5.0858
225,0,-86.723,4.9905
240,0,-92.688,4.6995
255,0,-92.028,4.4707
270,0,-90.719,4.3007
285,0,-92.131,4.1558
300,0,-94.189,3.6358
315,0,-86.054,3.342
330,0,-111.02,3.0178
345,0,-111.32,3.2202
360,0,-111.12,3.0364
375,0.21291,-108.07,3.021
390,1.0022,-114.6,2.8425
405,3.1222,-106.81,2.94
420,5.5834,-118.72,3.6792
435,8.222,-122.64,4.097
450,13.603,-114.98,4.9903
465,18.622,-134.18,6.1684
480,23.388,-142.73,8.143
495,26.9,-137.27,8.4092
510,30.743,-142.73,8.983
525,36.053,-118.99,8.85
540,40.117,-137.53,9.9766
555,43.882,-127.76,11.416
570,47.741,-153.08,12.239
585,51.631,-191.42,13.404
600,55.22,-183.12,14.333
615,58.497,-178.87,15.123
630,61.747,-171.68,15.219
645,64.919,-138.98,15.991
660,67.589,-114.12,16.705
675,69.781,-123.37,16.979
690,72.025,-104.42,17.646
705,74.133,-103.18,18.393
720,71.462,-115.52,18.102
735,77.121,-100.85,18.273
750,77.91,-102.25,18.606
765,77.811,-124.04,18.852
780,77.924,-105.36,19.524
795,77.899,-104.11,19.826
810,77.799,-108.17,20.097
825,74.706,-105.14,20.709
840,74.748,-149.52,21.075
855,62.377,-148.92,21.42
870,57.848,-180.1,21.485
885,58.466,-200.01,22.067
900,45.98,-201.8,21.732
915,58.866,-157.11,21.981
930,56.214,-147.73,22.313
945,54.349,-111.05,22.446
960,55.326,-105.35,22.481
975,59.25,-86.079,22.874
990,53.764,-101.21,23.193
1005,46.874,-105.21,23.904
1020,43.251,-108.13,24.043
1035,40.505,-106.03,24.089
1050,24.391,-128.76,24.171
1065,21.88,-118.29,23.739
1080,27.286,-116.35,24.048
1095,26.828,-109.3,24.17
1110,18.938,-125.57,24.07
1125,12.225,-124.82,23.911
1140,7.7423,-129,23.644
1155,7.8408,-123.9,23.514
1170,5.0021,-130.54,23.222
1185,2.5458,-120.6,22.692
1200,0.85421,-120.23,22.145
1215,0.12384,-109.62,21.581
1230,0,-117.81,21.072
1245,0,-99.785,20.692
1260,0,-102.47,20.167
1275,0,-100.65,19.743
1290,0,-98.817,19.355
1305,0,-95.936,18.926
1320,0,-92.389,18.584
1335,0,-90.363,18.071
1350,0.0021007,-96.706,17.49
1365,0,-95.194,17.394
1380,0,-99.515,16.538
1395,0,-95.379,15.349
1410,0,-98.942,14.084
1425,0,-92.025,14.047
1440,0,-97.713,13.883
1455,0,-101.61,13.21
1470,0,-94.538,13.465
1485,0,-98.466,12.828
1500,0,-86.834,12.356
1515,0,-90.525,12.464
1530,0,-94.004,11.921
1545,0,-90.458,11.57
1560,0,-99.845,11.288
1575,0,-88.105,10.369
1590,0,-87.399,10.22
1605,0.00062465,-87.142,10.401
1620,0,-94.636,10.398
1635,0,-89.338,10.024
1650,0,-89.478,9.2114
1665,0,-86.09,8.8828
1680,0,-93.001,8.9168
1695,0,-100.04,8.8364
1710,0,-95.558,8.6624
1725,0,-102.58,8.6471
1740,0,-98.315,8.4774
1755,0,-95.27,8.2434
1770,0,-112.94,8.3233
1785,0,-113.6,8.07
1800,0.0011612,-118.97,7.9684
1815,0.22833,-112.96,7.704
1830,1.1366,-120.22,7.689
1845,3.3396,-105.96,7.8772
1860,6.4154,-129.03,8.4195
1875,9.7676,-145.95,9.4573
1890,13.825,-148.1,10.499
1905,17.899,-137.16,11.017
1920,22.044,-138.9,11.67
1935,25.086,-138.64,12.201
1950,29.057,-143.53,12.8
1965,34.307,-138.12,12.885
1980,38.499,-169.11,13.777
1995,41.801,-196.24,14.159
2010,32.857,-208.02,14.616
2025,49.414,-210.61,15.169
2040,52.161,-204.56,15.959
2055,49.421,-182.92,16.229
2070,30.83,-167.46,17.128
2085,46.216,-149.63,17.33
2100,65.212,-131.07,17.964
2115,66.732,-128.92,18.639
2130,69.107,-128.68,19.332
2145,54.646,-123.16,20.302
2160,73.138,-127.35,20.884
2175,73.107,-114.12,20.782
2190,74.079,-123.59,21.506
2205,74.726,-143.89,21.774
2220,74.981,-144.43,21.869
2235,75.031,-141.23,22.485
2250,74.901,-147.3,22.979
2265,71.954,-138.32,22.926
2280,72.931,-131.95,23.287
2295,73.187,-107.81,23.613
2310,71.584,-111.88,24.12
2325,69.125,-105.64,24.01
2340,65.75,-112.4,23.509
2355,64.399,-142.42,24.352
2370,62.975,-151.04,24.67
2385,58.026,-128.34,24.239
2400,54.611,-140.36,24.369
2415,55.241,-122.99,25.403
2430,47.983,-145.43,24.809
2445,44.8,-141.78,25.118
2460,38.141,-136.89,25.686
2475,20.412,-150.87,24.885
2490,32.169,-156.59,24.873
2505,35.476,-141.57,24.942
2520,30.665,-161.21,24.952
2535,23.773,-158.16,24.67
2550,10.896,-175.23,24.402
2565,6.9993,-165.72,23.759
2580,5.5778,-164.83,23.374
2595,6.1858,-149.75,23.339
2610,3.9514,-152,22.965
2625,2.1149,-141.3,22.508
2640,1.0008,-138.26,21.853
2655,0.075249,-126.09,21.011
2670,0,-132.91,20.223
2685,0,-122.19,19.568
2700,0,-116.71,18.84
2715,0,-123.57,18.354
2730,0,-119.5,18.108
2745,0,-127.58,17.439
2760,0,-120.87,16.975
2775,0,-131.15,16.177
2790,0,-124.87,15.7
2805,0.027232,-126.61,15.593
2820,0.10908,-126.4,16.452
2835,0,-122.41,16.35
2850,0,-118.98,16.175
2865,0,-106.53,15.571
2880,0,-109.18,15.051
2895,0,-101.43,14.522
2910,0,-103.46,14.3
2925,0,-113.09,14.07
2940,0,-117.51,13.564
2955,0,-131.8,13.365
2970,0,-131.78,12.664
2985,0,-131.55,12.877
3000,0,-132.2,12.483
3015,0,-122.05,12.512
3030,0.0031223,-128.37,12.411
3045,0,-112.27,12.274
3060,0,-116.33,12.033
3075,0,-116.47,11.79
3090,0,-107.41,11.555
3105,0.00023064,-112.18,11.225
3120,0,-108.26,11.11
3135,0,-108.32,10.893
3150,0,-116.6,10.805
3165,0,-124.99,10.604
3180,0,-135.03,10.547
3195,0,-139.13,10.389
3210,0.0098094,-137.49,10.188
3225,0,-137.79,10.206
3240,0.01643,-132.11,10.472
3255,0.36408,-133.81,10.705
3270,1.9953,-114.72,10.715
3285,4.7118,-114.54,11.077
3300,4.3884,-107.38,11.356
3315,4.2369,-103.96,11.588
3330,7.747,-103.95,11.78
3345,6.9767,-97.899,12.273
3360,6.1576,-104.5,12.535
3375,8.0951,-108.6,12.624
3390,10.042,-102.12,12.996
3405,10.419,-97.241,13.108
3420,14.767,-92.242,13.561
3435,21.915,-89.487,14.076
3450,22.721,-82.034,14.623
3465,26.121,-86.47,15.42
3480,27.238,-91.525,15.76
3495,35.804,-80.549,16.411
3510,57.596,-71.78,17.054
3525,55.084,-73.772,18.417
3540,57.668,-79.225,18.388
3555,80.386,-50.79,19.673
3570,55.729,-80.789,20.056
3585,43.679,-86.313,20.485
3600,44.805,-91.089,20.647
3615,50.811,-78.427,21.256
3630,41.626,-80.628,21.198
3645,54.878,-78.28,21.308
3660,45.85,-67.366,21.45
3675,67.193,-58.163,21.721
3690,66.153,-54.544,22.581
3705,38.729,-89.758,22.304
3720,32.011,-92.969,21.924
3735,80.194,-59.987,22.342
3750,73.221,-71.14,22.503
3765,74.369,-75.151,23.108
3780,74.597,-69.335,23.979
3795,66.468,-79.58,24.054
3810,60.344,-78.347,23.988
3825,64.31,-74.822,24.762
3840,61.433,-71.652,24.612
3855,60.099,-72.501,24.688
3870,53.409,-66.395,24.503
3885,54.325,-86.447,24.851
3900,21.801,-103.15,24.453
3915,29.197,-96.425,24.247
3930,13.516,-104.29,24.076
3945,4.8906,-109.34,23.525
3960,3.4681,-109.54,23.192
3975,3.5081,-112.81,22.24
3990,6.2627,-105.33,21.598
4005,11.798,-107.93,21.366
4020,7.0895,-107.88,20.174
4035,3.06,-122.65,19.524
4050,1.1716,-123.12,19.44
4065,0.37116,-137.19,19.356
4080,0.010055,-124.63,18.66
4095,0,-129.69,17.972
4110,0,-125.81,17.688
4125,0,-120.18,17.521
4140,0,-119.78,17.564
4155,0,-116.36,17.38
4170,0,-117.4,17.191
4185,0,-107.7,16.995
4200,0,-120.73,16.687
4215,0,-110.44,16.414
4230,0,-122.61,16.248
4245,0,-117.24,16.143
4260,0,-111.87,16.053
4275,0,-116.47,15.736
4290,0,-109.84,15.273
4305,0,-119.45,15.054
4320,0,-113.9,14.911
4335,0,-116,14.872
4350,0,-118.49,14.158
4365,0,-130.92,13.691
4380,0,-122.31,13.441
4395,0,-120.88,13.137
4410,0,-118.24,12.911
4425,0,-122,12.562
4440,0,-121.24,12.236
4455,0,-125.73,12.082
4470,0,-118.7,11.89
4485,0,-122.36,11.719
4500,0,-118.92,11.623
4515,0,-123.23,11.527
4530,0,-117.92,11.521
4545,0,-123.56,11.394
4560,7.9283e-05,-118.23,11.324
4575,0,-124.21,10.817
4590,0,-123.9,10.556
4605,0,-117.07,10.426
4620,0,-120.49,10.483
4635,0,-121.49,10.399
4650,0.047105,-119.43,10.531
4665,0.02599,-120.73,11.02
4680,0,-117.38,11.333
4695,0.036535,-118.83,11.357
4710,0.57306,-111.85,10.949
4725,2.4854,-122.13,10.775
4740,4.8743,-110.45,10.459
4755,8.2993,-111.37,10.609
4770,12.791,-113.48,11.152
4785,16.44,-102.48,12.446
4800,19.385,-106.6,12.976
4815,19.756,-97.37,13.399
4830,15.506,-101.29,13.211
4845,14.683,-98.09,13.333
4860,28.569,-92.967,13.654
4875,20.483,-103.32,14.285
4890,7.5738,-112.86,14.055
4905,20.202,-106.17,14.293
4920,5.9443,-110.49,14.317
4935,7.458,-110.73,13.469
4950,7.4321,-115.22,13.057
4965,39.226,-82.265,13.321
4980,66.954,-59.93,14.864
4995,54.557,-69.483,15.61
5010,74.795,-60.103,16.47
5025,38.916,-79.635,16.742
5040,32.571,-91.03,16.175
5055,26.761,-86.295,16.004
5070,31.493,-91.159,16.04
5085,28.965,-94.133,16.132
5100,50.605,-71.42,16.613
5115,58.536,-66.759,17.538
5130,33.053,-85.579,17.379
5145,20.982,-103.69,17.05
5160,25.885,-87.109,17.397
5175,31.222,-92.123,17.658
5190,32.847,-79.985,17.387
5205,47.098,-74.1,17.777
5220,64.411,-53.321,18.268
5235,39.455,-83.822,17.277
5250,42.571,-75.163,17.289
5265,51.281,-72.749,17.496
5280,59.539,-62.532,18.093
5295,57.234,-70.298,18.021
5310,54.403,-63.015,18.156
5325,52.451,-68.858,18.077
5340,37.875,-78.289,18.097
5355,33.914,-82.231,17.889
5370,17.756,-100.27,17.338
5385,27.133,-84.002,17.002
5400,26.196,-92.971,17.234
5415,23.721,-90.034,16.996
5430,18.969,-102.39,16.985
5445,10.876,-101.72,16.864
5460,13.968,-105.66,16.79
5475,9.8465,-107.14,16.926
5490,6.1166,-107.19,16.643
5505,3.5501,-115.24,16.255
5520,1.508,-110.36,15.933
5535,0.34725,-114.59,15.544
5550,0.0028743,-111.75,15.076
5565,0,-120.23,14.375
5580,0,-109.32,13.879
5595,0,-117.41,13.489
5610,0,-112.37,13.057
5625,0,-116.15,12.732
5640,0,-118.95,12.369
5655,0,-114.14,11.997
5670,0,-112.83,11.902
5685,0,-115.48,11.517
5700,0.00058621,-110.84,11.443
5715,0.0019034,-119.88,11.431
5730,0,-108.72,11.337
5745,0,-119.73,11.317
5760,0.00014896,-117.37,11.251
5775,0.0002883,-111.81,11.3
5790,0,-114.82,11.045
5805,0,-111.26,10.726
5820,0,-118.71,10.44
5835,0,-115.02,10.106
5850,0,-113.41,9.9731
5865,0,-118.31,9.789
5880,0,-113.99,9.6087
5895,0,-116.81,9.4839
5910,0,-115.22,9.2226
5925,0,-114.53,8.9213
5940,0,-117.15,8.7399
5955,0.0006727,-111.72,8.6431
5970,0,-121.18,8.6821
5985,0,-106.64,8.4622
6000,0,-120.57,8.2934
6015,0,-124.84,8.2307
6030,0,-124.33,8.0752
6045,0,-116.8,7.5816
6060,0,-117.48,7.3296
6075,0.0045656,-119.92,7.3437
6090,0.01829,-140.17,7.4287
6105,0.0079391,-140.98,7.4068
6120,0.12434,-148.3,7.6979
6135,0.48547,-147.29,7.6943
6150,1.5021,-146.02,7.4098
6165,4.8613,-144.44,7.4395
6180,8.2681,-149.89,7.5604
6195,12.118,-158.07,8.3265
6210,16.37,-145.9,9.0385
6225,20.648,-157.39,9.4362
6240,25.272,-154.47,10.007
6255,29.93,-158.87,10.388
6270,34.446,-149.59,10.731
6285,38.934,-152.66,11.457
6300,43.21,-148.71,11.717
6315,47.368,-141.96,12.106
6330,51.438,-151.17,12.661
6345,55.445,-180.45,12.985
6360,59.082,-176.81,13.693
6375,62.596,-182.73,13.808
6390,65.672,-171.48,14.086
6405,68.761,-177.05,14.571
6420,71.404,-155.78,15.24
6435,73.302,-145.43,15.72
6450,75.427,-135.93,15.645
6465,77.122,-126.81,15.762
6480,78.667,-123.13,15.971
6495,79.919,-123.23,16.183
6510,80.915,-128.66,16.469
6525,81.471,-139.12,17.163
6540,81.858,-138.96,17.367
6555,81.75,-127.12,17.273
6570,81.778,-146.46,17.884
6585,80.784,-146.8,18.066
6600,79.941,-157.88,18.2
6615,78.554,-78.124,18.928
6630,76.988,-84.463,19.102
6645,75.374,-126.05,19.075
6660,73.22,-121.78,19.472
6675,70.884,-128.69,19.703
6690,68.293,-123.95,19.775
6705,65.726,-133.5,19.903
6720,62.526,-93.105,19.846
6735,58.895,-144.38,20.196
6750,55.25,-102.46,20.41
6765,51.121,-104.15,20.156
6780,47.279,-104.49,20.035
6795,43.252,-105.95,20.073
6810,39.016,-99.236,20.164
6825,34.749,-110.58,19.989
6840,30.36,-109.8,19.877
6855,25.995,-121.4,19.827
6870,21.759,-116.93,19.524
6885,17.621,-117.76,19.31
6900,13.628,-115.85,18.922
6915,10.034,-113.2,18.501
6930,6.8008,-114.93,18.099
6945,3.9945,-114.62,17.625
6960,1.7719,-105.85,17.187
6975,0.46368,-101.1,16.664
6990,0.015292,-100.94,16.206
7005,0,-111.03,15.829
7020,0,-95.915,15.583
7035,0,-89.259,15.344
7050,0,-93.799,15.082
7065,0,-96.705,14.789
7080,0,-89.977,14.503
7095,0,-91.69,14.276
7110,0,-94.522,13.992
7125,0,-96.513,13.727
7140,0,-84.81,13.528
7155,0,-102.66,13.283
7170,0,-91.12,12.887
7185,0,-90.281,12.607
7200,0,-91.181,12.379
7215,0.00072075,-90.182,12.296
7230,0,-82.857,12.11
7245,0.0001874,-83.86,12.057
7260,0,-89.898,12.064
7275,0,-78.07,11.953
7290,0,-89.751,11.828
7305,0,-82.198,11.672
7320,0,-83.574,11.494
7335,0,-81.897,11.386
7350,0.0087704,-82.398,11.398
7365,0,-81.507,11.453
7380,0,-88.457,11.403
7395,0,-81.072,11.208
7410,0,-86.301,11.067
7425,0,-88.021,10.928
7440,0,-87.603,10.819
7455,0,-99.603,10.779
7470,0,-88.566,10.691
7485,0,-91.274,10.425
7500,0,-90.929,10.108
7515,0,-89.966,9.8714
7530,0,-104.92,9.7389
7545,0,-115.37,9.5741
7560,0.026685,-105.62,9.3532
7575,0.49542,-109.24,9.2222
7590,1.6494,-106.74,7.5681
7605,5.5107,-107.67,7.5228
7620,9.0982,-123.55,7.2681
7635,13.245,-113.08,7.3892
7650,17.715,-143.65,8.5719
7665,22.325,-131.17,9.6053
7680,26.747,-132.5,10.179
7695,31.18,-137.91,10.695
7710,35.777,-146.18,11.665
7725,40.421,-138.76,12.444
7740,44.758,-144.36,13.134
7755,48.917,-140.16,13.763
7770,53.1,-140.11,14.29
7785,56.891,-134.06,14.512
7800,60.489,-148.57,15.022
7815,64.051,-167.01,15.141
7830,67.004,-180.35,15.724
7845,69.749,-181.27,16.023
7860,72.311,-175.04,16.158
7875,74.458,-183.66,16.389
7890,76.551,-176.04,16.939
7905,78.2,-204.51,17.299
7920,79.751,-175.06,17.784
7935,80.663,-172.73,18.637
7950,81.409,-169,18.515
7965,82.023,-164.5,18.917
7980,82.223,-171.39,19.131
7995,82.355,-133.47,19.452
8010,82.091,-116.03,19.688
8025,81.401,-116.82,20.263
8040,80.474,-115.95,20.341
8055,79.337,-123.31,20.66
8070,77.866,-167.52,21.048
8085,75.518,-180.08,21.411
8100,73.371,-185.73,21.553
8115,70.787,-209.4,21.51
8130,68.725,-216.25,21.675
8145,65.924,-184.84,21.707
8160,62.815,-144.38,21.869
8175,59.14,-91.145,22.096
8190,55.721,-94.242,22.059
8205,52.014,-105.21,22.213
8220,47.917,-94.514,21.951
8235,43.904,-97.904,22.031
8250,39.621,-104.93,22.049
8265,35.233,-101.59,21.859
8280,30.742,-111.61,21.687
8295,26.512,-116.65,21.513
8310,22.263,-114.37,21.364
8325,18.137,-128.01,21.241
8340,14.23,-123.8,21.133
8355,10.481,-120.38,20.911
8370,7.0616,-128.37,20.599
8385,4.3639,-119.06,20.211
8400,1.8828,-106.81,19.777
8415,0.57885,-112.65,19.301
8430,0.012792,-102.52,18.847
8445,0,-93.233,18.635
8460,0,-99.434,18.376
8475,0,-90.943,18.044
8490,0,-90.341,17.671
8505,0,-97.866,17.278
8520,0.00060735,-90.448,17.149
8535,0,-89.948,16.983
8550,0,-101.61,16.742
8565,0,-89.626,16.488
8580,0,-98.348,16.213
8595,0,-100.07,15.999
8610,0,-90.283,15.752
8625,0,-100.76,15.459
8640,0,-93.177,15.112
8655,0.001081,-95.197,14.945
8670,0.00073277,-101.09,14.779
8685,0,-88.673,14.344
8700,0,-90.223,13.624
8715,0,-95.643,13.255
8730,0,-87.124,13.135
8745,0,-93.111,12.994
8760,0.0024663,-85.823,13.018
8775,0,-82.479,13.031
8790,0.0010073,-94.221,12.951
8805,0,-83.806,12.764
8820,0,-86.272,12.793
8835,0,-86.583,12.659
8850,0.00036518,-82.425,12.536
8865,0,-85.301,12.355
8880,0,-101.05,11.907
8895,0,-93.515,11.662
8910,0,-94.514,11.404
8925,0,-98.979,11.299
8940,0,-90.203,11.104
8955,0,-97.841,11.06
8970,0,-112.88,10.963
8985,0,-110.09,10.988
9000,0.076017,-110.39,10.712
9015,0.69742,-112.78,10.588
9030,1.8281,-109.48,10.304
9045,6.1034,-117.01,10.184
9060,9.6147,-118.09,10.179
9075,13.709,-123.71,10.699
9090,18.258,-146.13,11.494
9105,22.781,-139.23,12.088
9120,27.311,-137.03,12.609
9135,31.767,-153.75,13.005
9150,36.155,-193.41,13.208
9165,40.479,-200.29,13.669
9180,44.717,-243.59,14.356
9195,48.736,-204.49,14.699
9210,52.888,-211.31,15.158
9225,56.728,-140.33,15.56
9240,60.485,-108.35,15.949
