0,0,-88.92,17.4483
15,0,-84.654,17.5246
30,0,-87.996,17.0249
45,0,-85.673,17.0279
60,0,-86.384,16.9625
75,0,-83.164,16.7008
90,0,-83.846,16.0604
105,0,-87.271,15.6556
120,0,-88.47,14.9212
135,0,-83.277,14.7448
150,0,-87.002,14.8759
165,0.0050566,-89.168,14.5624
180,0,-82.913,14.833
195,0.00068552,-82.363,15.2667
210,0,-88.87,15.0858
225,0,-86.723,14.9905
240,0,-92.688,14.6995
255,0,-92.028,14.4707
270,0,-90.719,14.3007
285,0,-92.131,14.1558
300,0,-94.189,13.6358
315,0,-86.054,13.342
330,0,-111.02,13.0178
345,0,-111.32,13.2202
360,0,-111.12,13.0364
375,0.21291,-108.07,13.021
390,1.0022,-114.6,12.8425
405,3.1222,-106.81,12.94
420,5.5834,-118.72,13.6792
435,8.222,-122.64,14.097
450,13.603,-114.98,14.9903
465,18.622,-134.18,16.1684
480,23.388,-142.73,18.143
495,26.9,-137.27,18.4092
510,30.743,-142.73,18.983
525,36.053,-118.99,18.85
540,40.117,-137.53,19.9766
555,43.882,-127.76,21.416
570,47.741,-153.08,22.239
585,51.631,-191.42,23.404
600,55.22,-183.12,24.333
615,58.497,-178.87,25.123
630,61.747,-171.68,25.219
645,64.919,-138.98,25.991
660,67.589,-114.12,26.705
675,69.781,-123.37,26.979
690,72.025,-104.42,27.646
705,74.133,-103.18,28.393
720,71.462,-115.52,28.102
735,77.121,-100.85,28.273
750,77.91,-102.25,28.606
765,77.811,-124.04,28.852
780,77.924,-105.36,29.524
795,77.899,-104.11,29.826
810,77.799,-108.17,30.097
825,74.706,-105.14,30.709
840,74.748,-149.52,31.075
855,62.377,-148.92,31.42
870,57.848,-180.1,31.485
885,58.466,-200.01,32.067
900,45.98,-201.8,31.732
915,58.866,-157.11,31.981
930,56.214,-147.73,32.313
945,54.349,-111.05,32.446
960,55.326,-105.35,32.481
975,59.25,-86.079,32.874
990,53.764,-101.21,33.193
1005,46.874,-105.21,33.904
1020,43.251,-108.13,34.043
1035,40.505,-106.03,34.089
1050,24.391,-128.76,34.171
1065,21.88,-118.29,33.739
1080,27.286,-116.35,34.048
1095,26.828,-109.3,34.17
1110,18.938,-125.57,34.07
1125,12.225,-124.82,33.911
1140,7.7423,-129,33.644
1155,7.8408,-123.9,33.514
1170,5.0021,-130.54,33.222
1185,2.5458,-120.6,32.692
1200,0.85421,-120.23,32.145
1215,0.12384,-109.62,31.581
1230,0,-117.81,31.072
1245,0,-99.785,30.692
1260,0,-102.47,30.167
1275,0,-100.65,29.743
1290,0,-98.817,29.355
1305,0,-95.936,28.926
1320,0,-92.389,28.584
1335,0,-90.363,28.071
1350,0.0021007,-96.706,27.49
1365,0,-95.194,27.394
1380,0,-99.515,26.538
1395,0,-95.379,25.349
1410,0,-98.942,24.084
1425,0,-92.025,24.047
1440,0,-97.713,23.883
1455,0,-101.61,23.21
1470,0,-94.538,23.465
1485,0,-98.466,22.828
1500,0,-86.834,22.356
1515,0,-90.525,22.464
1530,0,-94.004,21.921
1545,0,-90.458,21.57
1560,0,-99.845,21.288
1575,0,-88.105,20.369
1590,0,-87.399,20.22
1605,0.00062465,-87.142,20.401
1620,0,-94.636,20.398
1635,0,-89.338,20.024
1650,0,-89.478,19.2114
1665,0,-86.09,18.8828
1680,0,-93.001,18.9168
1695,0,-100.04,18.8364
1710,0,-95.558,18.6624
